country,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
"Congo, Dem. Rep.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
"Congo, Rep.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Czech Republic,2395780000.0,6152270000.0,10699600000.0,11862600000.0,12444100000.0,12560400000.0,12095200000.0,12211500000.0,12676700000.0,13025600000.0,12211500000.0,12909300000.0,12444100000.0,13141900000.0,13374500000.0,13607100000.0,14770100000.0,18724300000.0,25934900000.0,26283800000.0,24771900000,26051200000,26167500000,26516400000,27214200000,28028300000,28260900000.0
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Finland,19073200000.0,19073200000.0,19654700000.0,19538400000.0,19073200000.0,19189500000.0,19538400000.0,19305800000.0,19887300000.0,19422100000.0,19189500000.0,19538400000.0,20934000000.0,21864400000.0,23027400000.0,22445900000.0,22794800000.0,22329600000.0,22794800000.0,22678500000.0,23260000000,22911100000,23376300000,22911100000,23492600000,22794800000,23143700000.0
France,224459000000.0,254697000000.0,265164000000.0,275631000000.0,303543000000.0,314010000000.0,331455000000.0,338433000000.0,368671000000.0,360530000000.0,376812000000.0,397746000000.0,395420000000.0,388442000000.0,394257000000.0,415191000000.0,421006000000.0,437288000000.0,440777000000.0,447755000000.0,451244000000,450081000000,439614000000,439614000000,409376000000,429147000000,441940000000.0
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Germany,138397000000.0,130256000000.0,141886000000.0,157005000000.0,161657000000.0,152353000000.0,147701000000.0,159331000000.0,153516000000.0,151190000000.0,153516000000.0,160494000000.0,170961000000.0,161657000000.0,169798000000.0,169798000000.0,170961000000.0,165146000000.0,165146000000.0,167472000000.0,162820000000,167472000000,140723000000,148864000000,134908000000,140723000000,107926400000.0
Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Hungary,6477910000.0,7419940000.0,10990350000.0,13490800000.0,13839700000.0,13723400000.0,13723400000.0,13956000000.0,13839700000.0,14072300000.0,14072300000.0,14188600000.0,13956000000.0,13956000000.0,14072300000.0,14188600000.0,14188600000.0,13956000000.0,11013610000.0,11978900000.0,13839700000,13490800000,14653800000,14770100000,15467900000,15816800000,15700500000.0
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
India,4977640000.0,5024160000.0,5035790000.0,5815000000.0,4628740000.0,6140640000.0,5524250000.0,6722140000.0,5396320000.0,5652180000.0,7978180000.0,9071400000.0,10083210000.0,11978900000.0,13258200000.0,16863500000.0,19538400000.0,19422100000.0,17793900000.0,16979800000.0,17328700000,18840600000,16979800000,14886400000,18608000000,26283800000,0.0
Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Italy,7024520000.0,8757390000.0,174450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Jamaica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Japan,159331000000.0,168635000000.0,187243000000.0,179102000000.0,182591000000.0,202362000000.0,213992000000.0,223296000000.0,248882000000.0,268653000000.0,290750000000.0,302380000000.0,318662000000.0,332618000000.0,316336000000.0,322151000000.0,319825000000.0,295402000000.0,239578000000.0,282609000000.0,304706000000,303543000000,264001000000,258186000000,280283000000,288424000000,101762500000.0
Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Kyrgyz Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Lithuania,0.0,0.0,0.0,0.0,0.0,17096100000.0,16979800000.0,14653800000.0,12211500000.0,7710690000.0,11862600000.0,13956000000.0,11978900000.0,13607100000.0,9862240000.0,8420120000.0,11362510000.0,14188600000.0,15467900000.0,15119000000.0,10339070000,8652720000,9838980000,9897130000,10850790000,0,0.0
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Mexico,0.0,0.0,0.0,0.0,372160000.0,2942390000.0,4244950000.0,3919310000.0,4931120000.0,4244950000.0,8443380000.0,7873510000.0,10455370000.0,9269110000.0,10001800000.0,8222410000.0,8722500000.0,9745940000.0,10501890000.0,9199330000.0,10804270000,10862420000,10420480000,9804090000,10501890000,5884780000,10094840000.0
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Netherlands,3896050000.0,4221690000.0,3558780000.0,3675080000.0,4023980000.0,3500630000.0,3326180000.0,3803010000.0,3954200000.0,3965830000.0,4023980000.0,4163540000.0,2407410000.0,3814640000.0,3837900000.0,3930940000.0,3977460000.0,3919310000.0,4023980000.0,3826270000.0,4000720000,3465740000,4198430000,4175170000,4233320000,3965830000,4140280000.0
New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Pakistan,346574000.0,430310000.0,502416000.0,253534000.0,30005400.0,293076000.0,384953000.0,581500000.0,496601000.0,510557000.0,482645000.0,346574000.0,374486000.0,283772000.0,398909000.0,2000360000.0,2291110000.0,1744500000.0,1756130000.0,2791200000.0,2488820000,2291110000,3081950000,1616570000,2895870000,3419220000,0.0
Panama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383970000.0,5396320000.0,5303280000.0,5198610000.0,5454470000.0,5442840000.0,5512620000.0,4907860000.0,5547510000.0,5559140000,5628920000,7710690000,11222950000,11746300000,11618370000,0.0
Russia,0.0,0.0,0.0,0.0,0.0,118626000000.0,119789000000.0,119789000000.0,119789000000.0,97808300000.0,99552800000.0,109089400000.0,108507900000.0,105367800000.0,122115000000.0,130256000000.0,137234000000.0,141886000000.0,150027000000.0,144212000000.0,150027000000,157005000000,160494000000,162820000000,163983000000,170961000000,0.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Slovak Republic,9385410000.0,11746300000.0,11513700000.0,11478810000.0,12211500000.0,12095200000.0,11746300000.0,11048500000.0,11490440000.0,12560400000.0,11432290000.0,11246210000.0,11071760000.0,11397400000.0,13141900000.0,16514600000.0,17096100000.0,17910200000.0,17910200000.0,16979800000.0,17677600000,18026500000,15351600000,16747200000,14072300000,14537500000,14421200000.0
Slovenia,0.0,0.0,0.0,0.0,0.0,4617110000.0,4954380000.0,3965830000.0,3954200000.0,4605480000.0,4779930000.0,4652000000.0,5024160000.0,5047420000.0,4698520000.0,4756670000.0,5256760000.0,5524250000.0,5210240000.0,5454470000.0,5884780000,5547510000,5698700000,6268570000,5745220000,5652180000,6210420000.0
South Africa,5314910000.0,8803910000.0,6163900000.0,10490260000.0,11095020000.0,8455010000.0,9141180000.0,9292370000.0,7257120000.0,9699420000.0,11304360000.0,11746300000.0,12676700000.0,13607100000.0,12793000000.0,13025600000.0,10722860000.0,11978900000.0,12676700000.0,13374500000.0,11292730000,10025060000,11315990000,13025600000,12793000000,12095200000,0.0
South Korea,16747200000.0,28260900000.0,39309400000.0,40123500000.0,47334100000.0,52916500000.0,56289200000.0,56521800000.0,58150000000.0,58615200000.0,66988800000.0,73966800000.0,77106900000.0,89667300000.0,103041800000.0,108973100000.0,112113200000.0,118626000000.0,130256000000.0,130256000000.0,146538000000,148864000000,143049000000,151190000000,147701000000,148864000000,150027000000.0
Spain,28028300000.0,37448600000.0,41286500000.0,50474200000.0,56172900000.0,54312100000.0,55591400000.0,55824000000.0,56056600000.0,55358800000.0,55475100000.0,56289200000.0,55358800000.0,58964100000.0,58847800000.0,62220500000.0,63732400000.0,63034600000.0,61871600000.0,63616100000.0,57568500000,60127100000,55126200000,58964100000,52800200000,61987900000,57684800000.0
Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Sweden,58615200000.0,70012600000.0,67337700000.0,69431100000.0,65593200000.0,68151800000.0,76758000000.0,63499800000.0,61406400000.0,73152700000.0,69896300000.0,74315700000.0,69896300000.0,73617900000.0,73152700000.0,57335900000.0,72106000000.0,68151800000.0,67454000000.0,77455800000.0,72338600000,66988800000,66988800000,63848700000,52218700000,57801100000,60010800000.0
Switzerland,22562200000.0,22562200000.0,23027400000.0,22794800000.0,22794800000.0,23608900000.0,22911100000.0,23492600000.0,23376300000.0,24423000000.0,24888200000.0,25120800000.0,25469700000.0,25818600000.0,25818600000.0,26400100000.0,26865300000.0,27214200000.0,27446800000.0,26981600000.0,23376300000,27795700000,27912000000,27679400000,27679400000,26400100000,26749000000.0
Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
