,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
97,206000.0,227000.0,187000.0,223000.0,241000.0,270000.0,268000.0,249000.0,326000.0,352000.0,383000.0,280000.0,296000.0,337000.0,359000.0,275000.0,267000.0,232000.0,283000.0,255000.0,297000,399000.0,339000.0,355000.0,336000.0,484000.0,0.0
98,63400.0,75000.0,77300.0,76700.0,77000.0,82400.0,89300.0,93600.0,93800.0,96400.0,83600.0,92400.0,90600.0,89700.0,104000.0,102000.0,109000.0,111000.0,100000.0,95200.0,108000,118000.0,125000.0,126000.0,278000.0,330000.0,0.0
99,6100000.0,5240000.0,6180000.0,6010000.0,6170000.0,6230000.0,5440000.0,6390000.0,6420000.0,5080000.0,5860000.0,4450000.0,5940000.0,6450000.0,6160000.0,6760000.0,6800000.0,5710000.0,4600000.0,5170000.0,6260000,5310000.0,5690000.0,5940000.0,5660000.0,5710000.0,5700000.0
100,2760000.0,2830000.0,2980000.0,3080000.0,2560000.0,2560000.0,2760000.0,2810000.0,3080000.0,3360000.0,3020000.0,2470000.0,2930000.0,2880000.0,3440000.0,3170000.0,3550000.0,3030000.0,2990000.0,2900000.0,2690000,2660000.0,3030000.0,3100000.0,3070000.0,3100000.0,2760000.0
101,287000.0,246000.0,246000.0,242000.0,238000.0,235000.0,231000.0,227000.0,223000.0,219000.0,216000.0,219000.0,224000.0,232000.0,234000.0,278000.0,293000.0,211000.0,237000.0,359000.0,372000,339000.0,299000.0,247000.0,160000.0,223000.0,0.0
102,0.0,0.0,0.0,0.0,0.0,1420000.0,1410000.0,1370000.0,1470000.0,1440000.0,1260000.0,1280000.0,1180000.0,1220000.0,1330000.0,1210000.0,1220000.0,1300000.0,1410000.0,1410000.0,1460000,1440000.0,1470000.0,1360000.0,1360000.0,1360000.0,0.0
103,76100.0,88900.0,99000.0,108000.0,122000.0,133000.0,148000.0,142000.0,146000.0,129000.0,132000.0,150000.0,125000.0,179000.0,186000.0,184000.0,224000.0,234000.0,219000.0,203000.0,153000,124000.0,216000.0,228000.0,226000.0,221000.0,0.0
104,317000.0,478000.0,350000.0,325000.0,479000.0,428000.0,394000.0,364000.0,318000.0,388000.0,577000.0,631000.0,619000.0,445000.0,304000.0,518000.0,542000.0,642000.0,628000.0,519000.0,499000,699000.0,698000.0,612000.0,615000.0,476000.0,0.0
105,6540.0,6540.0,6540.0,6540.0,8170.0,8170.0,16600.0,11000.0,19800.0,12700.0,21900.0,16300.0,8000.0,14800.0,8860.0,8600.0,4210.0,7400.0,10500.0,6970.0,6360,7830.0,7910.0,7830.0,8080.0,8340.0,0.0
106,9800.0,4640.0,10200.0,4210.0,3100.0,3960.0,9460.0,5850.0,5500.0,3440.0,3350.0,5760.0,3780.0,6190.0,7740.0,5500.0,4640.0,5500.0,14300.0,13200.0,12500,7910.0,4210.0,2580.0,6790.0,4300.0,0.0
107,1040000.0,1020000.0,1600000.0,2490000.0,1540000.0,1990000.0,1950000.0,2280000.0,2920000.0,2630000.0,3060000.0,3480000.0,3420000.0,3630000.0,2980000.0,2660000.0,2060000.0,2900000.0,3040000.0,3960000.0,3400000,3800000.0,3080000.0,2860000.0,3090000.0,4450000.0,4480000.0
108,0.0,0.0,0.0,0.0,0.0,60200.0,60200.0,344.0,430.0,344.0,344.0,430.0,430.0,516.0,430.0,430.0,258.0,258.0,258.0,258.0,258,258.0,258.0,258.0,258.0,258.0,0.0
109,0.0,0.0,0.0,0.0,0.0,904000.0,1010000.0,678000.0,949000.0,1040000.0,856000.0,742000.0,848000.0,1350000.0,1230000.0,969000.0,1040000.0,828000.0,794000.0,1010000.0,1060000,1110000.0,872000.0,979000.0,1030000.0,1130000.0,0.0
110,352000.0,410000.0,356000.0,424000.0,408000.0,448000.0,398000.0,467000.0,370000.0,438000.0,416000.0,292000.0,359000.0,440000.0,459000.0,437000.0,349000.0,412000.0,278000.0,416000.0,423000,395000.0,438000.0,444000.0,453000.0,310000.0,490000.0
111,24400000.0,25300000.0,20400000.0,17900000.0,22000000.0,23500000.0,24800000.0,21900000.0,24400000.0,22600000.0,27000000.0,30200000.0,28700000.0,25500000.0,23900000.0,21800000.0,16200000.0,23000000.0,24000000.0,23300000.0,23400000,25100000.0,21500000.0,22100000.0,23700000.0,22600000.0,28200000.0
112,555000.0,627000.0,625000.0,466000.0,336000.0,603000.0,526000.0,681000.0,628000.0,642000.0,504000.0,496000.0,558000.0,787000.0,473000.0,606000.0,791000.0,820000.0,733000.0,410000.0,575000,309000.0,694000.0,387000.0,452000.0,745000.0,0.0
113,0.0,0.0,0.0,0.0,0.0,572000.0,519000.0,540000.0,633000.0,615000.0,532000.0,561000.0,497000.0,495000.0,489000.0,506000.0,512000.0,532000.0,655000.0,775000.0,742000,788000.0,550000.0,977000.0,802000.0,932000.0,0.0
114,1950000.0,2160000.0,2650000.0,2940000.0,2980000.0,3180000.0,3830000.0,4070000.0,4080000.0,4410000.0,4420000.0,4630000.0,4920000.0,4980000.0,5210000.0,5410000.0,5200000.0,5120000.0,5210000.0,6030000.0,6640000,7020000.0,7140000.0,7470000.0,7390000.0,6600000.0,0.0
115,127000.0,121000.0,119000.0,154000.0,330000.0,462000.0,543000.0,622000.0,685000.0,795000.0,910000.0,1030000.0,1000000.0,954000.0,1180000.0,1250000.0,1570000.0,1570000.0,1630000.0,1530000.0,1460000,1760000.0,1980000.0,2230000.0,2580000.0,2370000.0,0.0
116,859000.0,834000.0,689000.0,710000.0,556000.0,684000.0,772000.0,560000.0,700000.0,696000.0,677000.0,612000.0,678000.0,648000.0,663000.0,666000.0,679000.0,697000.0,710000.0,727000.0,764000,846000.0,843000.0,831000.0,893000.0,969000.0,0.0
117,246000.0,204000.0,95300.0,237000.0,286000.0,376000.0,271000.0,272000.0,177000.0,180000.0,197000.0,186000.0,183000.0,166000.0,254000.0,280000.0,258000.0,329000.0,461000.0,475000.0,502000,368000.0,368000.0,302000.0,321000.0,349000.0,0.0
